image_name, image_url, xmin, xmax, ymin, ymax
VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_12.jpg,689,744,291,353
9-ZkWh-MhlW8lRC6_zN4eg_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/9-ZkWh-MhlW8lRC6_zN4eg_zoom_5___1_5.jpg,651,726,231,311
0ZcxLoCd09hr1rT3X9UYAw_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/0ZcxLoCd09hr1rT3X9UYAw_zoom_5___1_11.jpg,561,664,174,309
0ZcxLoCd09hr1rT3X9UYAw_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/0ZcxLoCd09hr1rT3X9UYAw_zoom_5___1_11.jpg,556,661,301,448
fuHVDc9oEpg_xkqqhPOnXA_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/fuHVDc9oEpg_xkqqhPOnXA_zoom_5___1_0.jpg,655,708,304,355
fuHVDc9oEpg_xkqqhPOnXA_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/fuHVDc9oEpg_xkqqhPOnXA_zoom_5___1_0.jpg,655,707,351,415
UPcu1BU780tRjsYbgNdm0A_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/UPcu1BU780tRjsYbgNdm0A_zoom_5___1_4.jpg,623,727,289,428
8MX15CBPHc-yg_HqtxlPHQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/8MX15CBPHc-yg_HqtxlPHQ_zoom_5___1_12.jpg,553,599,295,344
8MX15CBPHc-yg_HqtxlPHQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/8MX15CBPHc-yg_HqtxlPHQ_zoom_5___1_12.jpg,437,470,289,338
DXJ3RJqDovsrOg2BT9GMMQ_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/DXJ3RJqDovsrOg2BT9GMMQ_zoom_5___1_6.jpg,819,860,276,316
ftRKHTHPBJ0sAOthL1AO-g_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/ftRKHTHPBJ0sAOthL1AO-g_zoom_5___1_7.jpg,867,970,155,276
ftRKHTHPBJ0sAOthL1AO-g_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/ftRKHTHPBJ0sAOthL1AO-g_zoom_5___1_7.jpg,867,981,270,411
IleOKPqizj8pQ8NA_0chsQ_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/IleOKPqizj8pQ8NA_0chsQ_zoom_5___1_4.jpg,786,848,496,590
IleOKPqizj8pQ8NA_0chsQ_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/IleOKPqizj8pQ8NA_0chsQ_zoom_5___1_4.jpg,792,858,584,685
sh9E13P66srV_cJyRM-d3A_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/sh9E13P66srV_cJyRM-d3A_zoom_5___1_10.jpg,973,1046,344,419
sGwpKOWrCkDQNEK58hlVYA_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/sGwpKOWrCkDQNEK58hlVYA_zoom_5___1_8.jpg,356,458,401,528
4sWrPFJq3MHmHVrsIO4X2Q_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/4sWrPFJq3MHmHVrsIO4X2Q_zoom_5___1_7.jpg,860,967,542,665
Pi90pNqTgviwR1_Wpm2jMg_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Pi90pNqTgviwR1_Wpm2jMg_zoom_5___1_1.jpg,721,821,335,446
UdNU0YAd_cPCt2pNGS3FcA_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/UdNU0YAd_cPCt2pNGS3FcA_zoom_5___1_0.jpg,523,567,331,376
2WWxqCtmbb8i3HD9jNWvpw_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/2WWxqCtmbb8i3HD9jNWvpw_zoom_5___1_5.jpg,126,218,287,390
ES4dNwFk9XljF2aCYSydUQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/ES4dNwFk9XljF2aCYSydUQ_zoom_5___1_12.jpg,0,104,311,438
LNtuTZCFVkyDM0l-BKkJkQ_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/LNtuTZCFVkyDM0l-BKkJkQ_zoom_5___1_5.jpg,647,707,305,370
_vVqUVJFKob3DMWg478RCw_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/_vVqUVJFKob3DMWg478RCw_zoom_5___1_1.jpg,139,174,351,394
thFoXjCg5Ic8PqjZCfPszg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/thFoXjCg5Ic8PqjZCfPszg_zoom_5___1_12.jpg,205,295,320,418
VJwwCowl20e0RV63I061Dg_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VJwwCowl20e0RV63I061Dg_zoom_5___1_7.jpg,676,756,168,257
VJwwCowl20e0RV63I061Dg_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VJwwCowl20e0RV63I061Dg_zoom_5___1_7.jpg,680,757,259,364
vY1GZZayEogN1qO2eKU9mQ_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/vY1GZZayEogN1qO2eKU9mQ_zoom_5___1_5.jpg,805,879,333,409
qyZG5nvzUMa9JejnoSMFng_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/qyZG5nvzUMa9JejnoSMFng_zoom_5___1_11.jpg,951,1050,587,715
LGB1aYENRfITzMA-vv32ww_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/LGB1aYENRfITzMA-vv32ww_zoom_5___1_2.jpg,256,348,257,415
FGifi8UVe_4rLwbsgk4Vtg_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/FGifi8UVe_4rLwbsgk4Vtg_zoom_5___1_7.jpg,616,684,285,357
PHv2SXhmlsqsUsqVaxuPqQ_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/PHv2SXhmlsqsUsqVaxuPqQ_zoom_5___1_8.jpg,796,877,333,504
6xKGQISMQsiOqIuKNvonVg_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/6xKGQISMQsiOqIuKNvonVg_zoom_5___1_0.jpg,446,480,312,345
6xKGQISMQsiOqIuKNvonVg_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/6xKGQISMQsiOqIuKNvonVg_zoom_5___1_0.jpg,442,478,348,382
VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_7.jpg,229,282,194,249
VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_7.jpg,228,285,249,308
VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_5.jpg,683,735,251,306
VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VqRNUjjOI2WJT-J35KzHFQ_zoom_5___1_5.jpg,686,738,305,363
30ieaGcuvwoJgsNW1uB_Fg_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/30ieaGcuvwoJgsNW1uB_Fg_zoom_5___1_3.jpg,142,185,336,395
tRgGXRnYAR_5RlpwvqJi6Q_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/tRgGXRnYAR_5RlpwvqJi6Q_zoom_5___1_8.jpg,992,1043,270,390
VdZmQiEnIna1Hg-ebxnLLw_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VdZmQiEnIna1Hg-ebxnLLw_zoom_5___1_8.jpg,413,521,601,709
vWyeSL2Fp-xWKyi39D291Q_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/vWyeSL2Fp-xWKyi39D291Q_zoom_5___1_8.jpg,420,516,206,303
vWyeSL2Fp-xWKyi39D291Q_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/vWyeSL2Fp-xWKyi39D291Q_zoom_5___1_12.jpg,370,409,321,365
F00J4_3NPBqli0mTj9_lew_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/F00J4_3NPBqli0mTj9_lew_zoom_5___1_5.jpg,518,584,239,317
F00J4_3NPBqli0mTj9_lew_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/F00J4_3NPBqli0mTj9_lew_zoom_5___1_5.jpg,513,588,320,403
stcZpYADNEPm3Sm9TYktew_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/stcZpYADNEPm3Sm9TYktew_zoom_5___1_12.jpg,169,261,262,357
f6DBaCAAwRS9Q7kdYJfDvg_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/f6DBaCAAwRS9Q7kdYJfDvg_zoom_5___1_11.jpg,338,407,352,472
jXBnK-v2MVOHLL8h9VMfBw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/jXBnK-v2MVOHLL8h9VMfBw_zoom_5___1_7.jpg,66,144,241,328
oFoxQgp2_chv8ehUYABk7g_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/oFoxQgp2_chv8ehUYABk7g_zoom_5___1_3.jpg,949,1009,267,328
oFoxQgp2_chv8ehUYABk7g_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/oFoxQgp2_chv8ehUYABk7g_zoom_5___1_3.jpg,951,1011,327,400
6yYsbv74O8p5gUjgArofUQ_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/6yYsbv74O8p5gUjgArofUQ_zoom_5___1_11.jpg,67,121,417,510
JbI9RPpwKhQqb9JVlV-Dmw_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/JbI9RPpwKhQqb9JVlV-Dmw_zoom_5___1_11.jpg,729,838,243,387
JbI9RPpwKhQqb9JVlV-Dmw_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/JbI9RPpwKhQqb9JVlV-Dmw_zoom_5___1_11.jpg,733,829,376,540
LNtuTZCFVkyDM0l-BKkJkQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/LNtuTZCFVkyDM0l-BKkJkQ_zoom_5___1_7.jpg,460,522,239,318
2eKVaOA0kIWRED0d44EY7Q_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/2eKVaOA0kIWRED0d44EY7Q_zoom_5___1_5.jpg,458,527,287,366
uCuw8AwdnPEzagGUC_R3Ng_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/uCuw8AwdnPEzagGUC_R3Ng_zoom_5___1_1.jpg,608,673,262,347
d3cLmv1ronFulVLkr0fFbg_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/d3cLmv1ronFulVLkr0fFbg_zoom_5___1_11.jpg,555,624,92,179
d3cLmv1ronFulVLkr0fFbg_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/d3cLmv1ronFulVLkr0fFbg_zoom_5___1_11.jpg,547,615,198,314
LnAOgMPoAs8rsEJ8Ti7O1g_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/LnAOgMPoAs8rsEJ8Ti7O1g_zoom_5___1_1.jpg,117,183,210,285
uBH_B0UNzi6_1SwqXtErXQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/uBH_B0UNzi6_1SwqXtErXQ_zoom_5___1_7.jpg,564,653,338,431
XbsgGzi84s2rWO0VykA4DQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/XbsgGzi84s2rWO0VykA4DQ_zoom_5___1_7.jpg,362,431,431,512
XbsgGzi84s2rWO0VykA4DQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/XbsgGzi84s2rWO0VykA4DQ_zoom_5___1_7.jpg,361,431,509,593
12I-_ZpXkThz59HRYOHwxA_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/12I-_ZpXkThz59HRYOHwxA_zoom_5___1_10.jpg,746,817,267,471
12I-_ZpXkThz59HRYOHwxA_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/12I-_ZpXkThz59HRYOHwxA_zoom_5___1_10.jpg,762,829,109,281
O8MZsq0gwX4mN25RJ6pMUQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/O8MZsq0gwX4mN25RJ6pMUQ_zoom_5___1_7.jpg,511,555,235,310
O8MZsq0gwX4mN25RJ6pMUQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/O8MZsq0gwX4mN25RJ6pMUQ_zoom_5___1_7.jpg,506,559,304,371
0ZrSl_I1bgrNi5a4m9qwuA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/0ZrSl_I1bgrNi5a4m9qwuA_zoom_5___1_7.jpg,174,232,216,271
V5nGx1-6ox2P7X7xh-ZvPg_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/V5nGx1-6ox2P7X7xh-ZvPg_zoom_5___1_1.jpg,411,500,308,479
V5nGx1-6ox2P7X7xh-ZvPg_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/V5nGx1-6ox2P7X7xh-ZvPg_zoom_5___1_1.jpg,413,485,492,692
UxoYUQ-x2T8nhrP_h-uKTQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/UxoYUQ-x2T8nhrP_h-uKTQ_zoom_5___1_7.jpg,159,221,314,373
41r74JgtFoRa3t6O75RdoA_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/41r74JgtFoRa3t6O75RdoA_zoom_5___1_1.jpg,197,278,224,324
jk5B44osjpKQnTCtMzS_BA_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/jk5B44osjpKQnTCtMzS_BA_zoom_5___1_9.jpg,572,640,203,276
FzqEnXVPw-ueppzDMFh4EA_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/FzqEnXVPw-ueppzDMFh4EA_zoom_5___1_0.jpg,692,767,374,450
lgLT94xt_m0wvUPbeP-3eQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/lgLT94xt_m0wvUPbeP-3eQ_zoom_5___1_12.jpg,1,192,242,466
st6bK8lVHyjpQhEituqKpA_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/st6bK8lVHyjpQhEituqKpA_zoom_5___1_4.jpg,835,935,164,285
OnvRBzfhoh_nSsOPlxO0wg_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/OnvRBzfhoh_nSsOPlxO0wg_zoom_5___1_6.jpg,130,170,320,360
OnvRBzfhoh_nSsOPlxO0wg_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/OnvRBzfhoh_nSsOPlxO0wg_zoom_5___1_6.jpg,926,967,295,336
_vVqUVJFKob3DMWg478RCw_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/_vVqUVJFKob3DMWg478RCw_zoom_5___1_12.jpg,921,959,335,379
7_swG9eI4gFw74rFgukJIw_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/7_swG9eI4gFw74rFgukJIw_zoom_5___1_4.jpg,544,590,348,433
5KEvYM77vpY58_llA2WBwA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/5KEvYM77vpY58_llA2WBwA_zoom_5___1_7.jpg,763,880,182,310
8Dnh07i2AM7tU-QmdXZ1mw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/8Dnh07i2AM7tU-QmdXZ1mw_zoom_5___1_7.jpg,126,180,262,324
ijLZ_3zklm8rlaAGrvZXiA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/ijLZ_3zklm8rlaAGrvZXiA_zoom_5___1_7.jpg,818,921,305,419
0uDGTL8EJ3Q-H0z18cdlfw_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/0uDGTL8EJ3Q-H0z18cdlfw_zoom_5___1_0.jpg,351,378,431,462
oOkdlkMAYjpfEmJ5IRJwQw_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/oOkdlkMAYjpfEmJ5IRJwQw_zoom_5___1_11.jpg,255,366,275,471
_vVqUVJFKob3DMWg478RCw_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/_vVqUVJFKob3DMWg478RCw_zoom_5___1_6.jpg,983,1021,290,333
fuHVDc9oEpg_xkqqhPOnXA_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/fuHVDc9oEpg_xkqqhPOnXA_zoom_5___1_6.jpg,48,91,257,305
fuHVDc9oEpg_xkqqhPOnXA_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/fuHVDc9oEpg_xkqqhPOnXA_zoom_5___1_6.jpg,52,94,305,351
Qp3iK5RZP_eJZBuKdyW28w_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Qp3iK5RZP_eJZBuKdyW28w_zoom_5___1_7.jpg,1,42,473,515
R3DGyTm14ZMpdkv__lXWjw_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/R3DGyTm14ZMpdkv__lXWjw_zoom_5___1_5.jpg,681,742,279,342
8MBbkPVwyJdBkSltDC5u-w_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/8MBbkPVwyJdBkSltDC5u-w_zoom_5___1_8.jpg,941,1037,197,385
8MBbkPVwyJdBkSltDC5u-w_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/8MBbkPVwyJdBkSltDC5u-w_zoom_5___1_8.jpg,957,1046,34,197
63AI6GHpOWQLZfj4TIH1GQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/63AI6GHpOWQLZfj4TIH1GQ_zoom_5___1_7.jpg,702,792,162,270
63AI6GHpOWQLZfj4TIH1GQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/63AI6GHpOWQLZfj4TIH1GQ_zoom_5___1_7.jpg,700,800,260,389
Qp3iK5RZP_eJZBuKdyW28w_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Qp3iK5RZP_eJZBuKdyW28w_zoom_5___1_6.jpg,1000,1041,469,515
Qp3iK5RZP_eJZBuKdyW28w_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Qp3iK5RZP_eJZBuKdyW28w_zoom_5___1_6.jpg,242,275,474,503
veGSYmV7erMTIz80JFNztA_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/veGSYmV7erMTIz80JFNztA_zoom_5___1_12.jpg,339,412,312,393
0IMi5ogg23DcbCnZEWyfUw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/0IMi5ogg23DcbCnZEWyfUw_zoom_5___1_7.jpg,523,569,374,431
0IMi5ogg23DcbCnZEWyfUw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/0IMi5ogg23DcbCnZEWyfUw_zoom_5___1_7.jpg,526,570,330,371
oz5-XG8IB6l7AtcJ-HpCgg_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/oz5-XG8IB6l7AtcJ-HpCgg_zoom_5___1_5.jpg,72,175,308,427
